fecha,tipo,categoria,concepto,monto,metodo,relacionado_con,notas,_fila_origen,_confianza,_nota,_pregunta_pendiente
2025-07-12,pago_deuda,Pago Deuda,Pago deuda Fer HEB diferencia,906.9000000000001,,Fer,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R186,media,,Q-FIN
2025-07-12,gasto,Gasto,Modelos 3D dolor,500,,,,Contabilidad v1/Transacciones/R187,alta,,
2025-07-12,deuda,Deuda,Tanque Gas,200,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R188,media,,Q-FIN
2025-07-12,gasto,Gasto,Tanque Gas,200,,,,Contabilidad v1/Transacciones/R189,alta,,
2025-07-12,gasto,Gasto,Copas,600,,Efectivo,,Contabilidad v1/Transacciones/R190,alta,,
2025-07-12,ingreso,Ingreso,Ingreso Zafiro Pitero Anticipo,3000,,,,Contabilidad v1/Transacciones/R191,alta,,
2025-07-12,pago_deuda,Pago Deuda,Pago Deuda Fer cosas café,2500,,Fer,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R192,media,,Q-FIN
2025-07-12,pago_deuda,Pago Deuda,Pago Deuda Fer cosas bar,1500,,Fer,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R193,media,,Q-FIN
2025-07-12,pago_deuda,Pago Deuda,Pago Deuda Fer cosas pizarrón,1200,,Fer,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R194,media,,Q-FIN
2025-07-13,pago_deuda,Pago Deuda,Pago Deuda Fer cosas vino,1000,,Fer,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R195,media,,Q-FIN
2025-07-14,deuda,Deuda,Amazon Deuda DOLOR MASIVO,17135.43,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R196,media,,Q-FIN
2025-07-14,gasto,Gasto,"Señora sabrosa ""servicios""",1500,,Efectivo,,Contabilidad v1/Transacciones/R197,alta,,
2025-07-14,gasto,Gasto,Llaves Copias,500,,Efectivo,,Contabilidad v1/Transacciones/R198,alta,,
2025-07-14,pago_deuda,Pago Deuda,Pago Deuda Fer cosas hielo,2000,,Fer,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R199,media,,Q-FIN
2025-07-14,gasto,Gasto,Amazon Gastos DOLOR MASIVO,17135.43,,,,Contabilidad v1/Transacciones/R200,alta,,
2025-07-15,gasto,Gasto,Cafetera Gasto Efectivo,1700,efectivo,Efectivo,,Contabilidad v1/Transacciones/R201,alta,,
2025-07-15,ingreso,Ingreso,Anticipo Sergio Guadiana,2000,,Efectivo,,Contabilidad v1/Transacciones/R202,alta,,
2025-07-15,gasto,Gasto,"""Modelo""",2500,,Efectivo,,Contabilidad v1/Transacciones/R203,alta,,
2025-07-15,pago_deuda,Pago Deuda,Gastos limpiadora,1400,,Fer,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R204,media,,Q-FIN
2025-07-16,pago_deuda,Pago Deuda,Pago deuda Fer tipografia,1900,,Fer,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R205,media,,Q-FIN
2025-07-16,deuda,Deuda,Deuda Fer Tipografia,1875.1,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R206,media,,Q-FIN
2025-07-16,gasto,Gasto,Tipografias,1875.1,,,,Contabilidad v1/Transacciones/R207,alta,,
2025-07-16,gasto,Gasto,Teléfono Telcel,1849,,Efectivo,,Contabilidad v1/Transacciones/R208,alta,,
2025-07-16,gasto,Gasto,Gasto Pago deuda Fer,151,,Efectivo,,Contabilidad v1/Transacciones/R209,alta,,
2025-07-16,ingreso,Ingreso,Gasto Pago deuda Fer,151,,,,Contabilidad v1/Transacciones/R210,alta,,
2025-07-16,pago_deuda,Pago Deuda,Pago Deuda Fer,151,,Fer,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R211,media,,Q-FIN
2025-07-16,deuda,Deuda,Zafiro Bicolor Nivoda,5206,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R212,media,,Q-FIN
2025-07-16,gasto,Gasto,Zafiro Bicolor Nivoda,5206,,,,Contabilidad v1/Transacciones/R213,alta,,
2025-07-16,gasto,Gasto,Humidificador,200,,,,Contabilidad v1/Transacciones/R214,alta,,
2025-07-17,ingreso,Ingreso,Mensualidad Mónica,7500,,,,Contabilidad v1/Transacciones/R215,alta,,
2025-07-21,gasto,Gasto,Gastos Aduana,1500,,Efectivo,,Contabilidad v1/Transacciones/R216,alta,,
2025-07-22,ingreso,Ingreso,Liquidacion José Sandoval,35000,,Efectivo,,Contabilidad v1/Transacciones/R217,alta,,
2025-07-22,gasto,Gasto,Expo,4000,,,,Contabilidad v1/Transacciones/R218,alta,,
2025-07-22,deuda,Deuda,Facebook Ads,10,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R219,media,,Q-FIN
2025-07-22,gasto,Gasto,Facebook Ads,10,,,,Contabilidad v1/Transacciones/R220,alta,,
2025-07-23,gasto,Gasto,Conversión cash a Klar 1,27500,efectivo,Efectivo,,Contabilidad v1/Transacciones/R221,alta,,
2025-07-23,ingreso,Ingreso,Conversión cash a Klar 2,27500,efectivo,,,Contabilidad v1/Transacciones/R222,alta,,
2025-07-23,gasto,Gasto,Ads,15000,,,,Contabilidad v1/Transacciones/R223,alta,,
2025-07-24,deuda,Deuda,Amazon compras DOLOR MASIVO 2,3090.49,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R224,media,,Q-FIN
2025-07-24,gasto,Gasto,Pago Agustín Trabajo,7500,,Efectivo,,Contabilidad v1/Transacciones/R225,alta,,
2025-07-24,gasto,Gasto,Pago Agustín Oro,17500,,Efectivo,,Contabilidad v1/Transacciones/R226,alta,,
2025-07-24,gasto,Gasto,Gasto Amazon compras DOLOR MASIVO 2,3090.49,,,,Contabilidad v1/Transacciones/R227,alta,,
2025-07-28,deuda,Deuda,Deuda Fer zafiro aduanas,1052,,,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R228,media,,Q-FIN
2025-07-28,gasto,Gasto,Zafiro Aduanas,1052,,,,Contabilidad v1/Transacciones/R229,alta,,
2025-07-28,gasto,Gasto,Expo gasto 1,1500,,,,Contabilidad v1/Transacciones/R230,alta,,
2025-07-28,deuda,Deuda,Deuda Santi Dolor Masivo,1604.38,,Santi,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R231,media,,Q-FIN
2025-07-28,gasto,Gasto,Gasto Amazon Santi Dolor Masivo,1604.38,,,,Contabilidad v1/Transacciones/R232,alta,,
2025-07-28,deuda,Deuda,Deuda Fer para Expo,750,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R233,media,,Q-FIN
2025-07-28,gasto,Gasto,Abogada IMPI,9800,,,,Contabilidad v1/Transacciones/R234,alta,,
2025-07-28,gasto,Gasto,Página web,7250,,,,Contabilidad v1/Transacciones/R235,alta,,
2025-07-30,ingreso,Ingreso,Juan Vera,51000,,Efectivo,,Contabilidad v1/Transacciones/R236,alta,,
2025-07-30,gasto,Gasto,Gasto mesas mármol,2500,,Efectivo,,Contabilidad v1/Transacciones/R237,alta,,
2025-07-31,deuda,Deuda,Hojas impresión y ferretería,300,,Santi,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R238,media,,Q-FIN
2025-07-31,gasto,Gasto,Hojas impresión y ferretería,300,,,,Contabilidad v1/Transacciones/R239,alta,,
2025-07-31,deuda,Deuda,Ferretería,90,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R240,media,,Q-FIN
2025-07-31,gasto,Gasto,Ferretería,90,,,,Contabilidad v1/Transacciones/R241,alta,,
2025-07-31,gasto,Gasto,Contadora billullos,38280,,,,Contabilidad v1/Transacciones/R242,alta,,
2025-07-31,gasto,Gasto,Cambio efvo a cuenta,46500,,Efectivo,,Contabilidad v1/Transacciones/R243,alta,,
2025-07-31,ingreso,Ingreso,Cambio efvo a cuenta,46500,,,,Contabilidad v1/Transacciones/R244,alta,,
2025-08-01,deuda,Deuda,Deuda albañiles,2000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R245,media,,Q-FIN
2025-08-01,gasto,Gasto,Gasto Albañiles,4000,,Efectivo,,Contabilidad v1/Transacciones/R246,alta,,
2025-08-01,gasto,Gasto,Gasto Albañiles,2000,,,,Contabilidad v1/Transacciones/R247,alta,,
2025-08-02,deuda,Deuda,Impresion Aurelle,204,,Santi,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R248,media,,Q-FIN
2025-08-02,gasto,Gasto,Impresion Aurelle,204,,,,Contabilidad v1/Transacciones/R249,alta,,
2025-08-15,deuda,Deuda,Deuda herrería,5000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R250,media,,Q-FIN
2025-08-15,deuda,Deuda,Deuda máquina,49256.41,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R251,media,,Q-FIN
2025-08-15,gasto,Gasto,Gasto Herrería,5000,,,,Contabilidad v1/Transacciones/R252,alta,,
2025-08-15,gasto,Gasto,Gasto Máquina,49256.41,,,,Contabilidad v1/Transacciones/R253,alta,,
2025-08-15,ingreso,Ingreso,Ingreso Zafiro Pitero Liquidación,27000,,,,Contabilidad v1/Transacciones/R254,alta,,
2025-08-15,pago_deuda,Pago Deuda,Pago Deuda amazon,12539.229999999872,,Fer,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R255,media,,Q-FIN
2025-08-15,pago_deuda,Pago Deuda,Pago Deuda amazon,2747.38,,Santi,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R256,media,,Q-FIN
2025-08-15,gasto,Gasto,Conversion Cash a cuenta,400,efectivo,Efectivo,,Contabilidad v1/Transacciones/R257,alta,,
2025-08-15,ingreso,Ingreso,Conversion Cash a cuenta,400,efectivo,,,Contabilidad v1/Transacciones/R258,alta,,
2025-08-15,deuda,Deuda,Deuda Renta,50000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R259,media,,Q-FIN
2025-08-15,gasto,Gasto,Conversion Deuda a cash,50000,efectivo,,,Contabilidad v1/Transacciones/R260,alta,,
2025-08-15,ingreso,Ingreso,Conversion Deuda a cash,50000,efectivo,Efectivo,,Contabilidad v1/Transacciones/R261,alta,,
2025-08-15,gasto,Gasto,Renta,47500,,Efectivo,,Contabilidad v1/Transacciones/R262,alta,,
2025-08-15,ingreso,Ingreso,Hilario Ingreso,1000,,,,Contabilidad v1/Transacciones/R263,alta,,
2025-08-15,gasto,Costo,Compra Oro,11500,,Efectivo,"Clasif. original 'Costo' (costo de venta), mapeado a gasto",Contabilidad v1/Transacciones/R264,alta,,
2025-08-15,ingreso,Ingreso,Liquidación Mónica,5000,,,,Contabilidad v1/Transacciones/R265,alta,,
2025-08-15,ingreso,Ingreso,Pago argolla grande y churumbela 2,4500,,,,Contabilidad v1/Transacciones/R266,alta,,
2025-08-15,gasto,Gasto,Followers,211.59,,,,Contabilidad v1/Transacciones/R267,alta,,
2025-08-22,gasto,Gasto,Marketing Luna,2000,,,,Contabilidad v1/Transacciones/R268,alta,,
2025-08-22,ingreso,Ingreso,Mónica Argolla,1500,,,,Contabilidad v1/Transacciones/R269,alta,,
2025-08-30,ingreso,Ingreso,Pago argolla grande y churumbela,4500,,Efectivo,,Contabilidad v1/Transacciones/R270,alta,,
2025-09-06,gasto,Gasto,Modelo 1500,1500,,Efectivo,,Contabilidad v1/Transacciones/R271,alta,,
2025-09-06,gasto,Gasto,Stand anticipo 1 porción cuenta,19500,,,,Contabilidad v1/Transacciones/R272,alta,,
2025-09-06,gasto,Gasto,Stand anticipo 1 porción cash,5500,efectivo,Efectivo,,Contabilidad v1/Transacciones/R273,alta,,
2025-09-09,deuda,Deuda,Luna Creative,5500,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R274,media,,Q-FIN
2025-09-09,gasto,Gasto,Luna Creative Gasto,5500,,,,Contabilidad v1/Transacciones/R275,alta,,
2025-09-09,deuda,Deuda,Fashion Show,4000,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R276,media,,Q-FIN
2025-09-09,gasto,Gasto,Fashion Show,4000,,,,Contabilidad v1/Transacciones/R277,alta,,
2025-09-09,deuda,Deuda,Diamante Sergio,14664.48,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R278,media,,Q-FIN
2025-09-09,gasto,Gasto,Diamante Sergio,14664.48,,,,Contabilidad v1/Transacciones/R279,alta,,
2025-09-09,deuda,Deuda,Churumbela Alejandra,6194.44,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R280,media,,Q-FIN
2025-09-09,gasto,Gasto,Churumbela Alejandra,6194.44,,,,Contabilidad v1/Transacciones/R281,alta,,
2025-09-12,ingreso,Ingreso,Anticipo Edson,30000,,,,Contabilidad v1/Transacciones/R282,alta,,
2025-09-12,gasto,Gasto,Agustin,12000,,,,Contabilidad v1/Transacciones/R283,alta,,
2025-09-12,gasto,Gasto,Oro,10000,,,,Contabilidad v1/Transacciones/R284,alta,,
2025-09-12,gasto,Gasto,DESAPARICIÓN 5000,5000,,,,Contabilidad v1/Transacciones/R285,alta,,
2025-09-15,deuda,Deuda,Deuda Renta,47500,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R286,media,,Q-FIN
2025-09-15,gasto,Gasto,Renta,47500,,,,Contabilidad v1/Transacciones/R287,alta,,
2025-09-20,ingreso,Ingreso,Anticipo Miguel,2878.2,,,,Contabilidad v1/Transacciones/R288,alta,,
2025-09-20,gasto,Gasto,Conversion a cash,4000,efectivo,,,Contabilidad v1/Transacciones/R289,alta,,
2025-09-20,ingreso,Ingreso,Conversion a cash,4000,efectivo,Efectivo,,Contabilidad v1/Transacciones/R290,alta,,
2025-09-22,deuda,Deuda,Deuda Carro Dolor,2500,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R291,media,,Q-FIN
2025-09-22,gasto,Gasto,Deuda Carro Dolor,2500,,,,Contabilidad v1/Transacciones/R292,alta,,
2025-09-22,ingreso,Ingreso,Deuda Carro Dolor,2500,,Efectivo,,Contabilidad v1/Transacciones/R293,alta,,
2025-09-22,deuda,Deuda,Deuda Carro Dolor,500,,Santi,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R294,media,,Q-FIN
2025-09-22,gasto,Gasto,Deuda Carro Dolor,500,,,,Contabilidad v1/Transacciones/R295,alta,,
2025-09-22,ingreso,Ingreso,Deuda Carro Dolor,500,,Efectivo,,Contabilidad v1/Transacciones/R296,alta,,
2025-09-22,deuda,Deuda,Rappi Deuda,11500,,,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R297,media,,Q-FIN
2025-09-22,gasto,Gasto,Transferencia Santiago Cash,14500,transferencia,,,Contabilidad v1/Transacciones/R298,alta,,
2025-09-22,ingreso,Ingreso,Transferencia Santiago Cash,14500,transferencia,Efectivo,,Contabilidad v1/Transacciones/R299,alta,,
2025-09-22,gasto,Gasto,Taller Stand,10000,,Efectivo,,Contabilidad v1/Transacciones/R300,alta,,
2025-10-02,pago_deuda,Pago Deuda,Pago Deuda,9500,,Fer,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R301,media,,Q-FIN
2025-10-04,ingreso,Ingreso,Edson Pago,39600,,,,Contabilidad v1/Transacciones/R302,alta,,
2025-10-05,ingreso,Ingreso,Anticipo Miguel Dr Mamaguevo 1,1000,,,,Contabilidad v1/Transacciones/R303,alta,,
2025-10-06,gasto,Gasto,Pago Fashion Show,4600,,,,Contabilidad v1/Transacciones/R304,alta,,
2025-10-06,gasto,Gasto,Stand,15000,,,,Contabilidad v1/Transacciones/R305,alta,,
2025-10-06,pago_deuda,Pago Deuda,Pago Deuda Santi,500,,Santi,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R306,media,,Q-FIN
2025-10-06,gasto,Gasto,Conversion cuenta a cash,500,efectivo,,,Contabilidad v1/Transacciones/R307,alta,,
2025-10-06,ingreso,Ingreso,Conversion cuenta a cash,500,efectivo,Efectivo,,Contabilidad v1/Transacciones/R308,alta,,
2025-10-06,pago_deuda,Pago Deuda,Pago Deuda Fer,20000,,Fer,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R309,media,,Q-FIN
2025-10-08,ingreso,Ingreso,Ingreso Jorge amigo Fer,10000,,Efectivo,,Contabilidad v1/Transacciones/R310,alta,,
2025-10-10,deuda,Deuda,Impresiones,20,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R311,media,,Q-FIN
2025-10-10,deuda,Deuda,Impresora papel,1928,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R312,media,,Q-FIN
2025-10-10,deuda,Deuda,Impresora fotos,2838.65,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R313,media,,Q-FIN
2025-10-10,gasto,Gasto,Impresiones,20,,,,Contabilidad v1/Transacciones/R314,alta,,
2025-10-10,gasto,Gasto,Impresora papel,1928,,,,Contabilidad v1/Transacciones/R315,alta,,
2025-10-10,gasto,Gasto,Impresora fotos,2838.65,,,,Contabilidad v1/Transacciones/R316,alta,,
2025-10-11,ingreso,Ingreso,Liquidación Bocanegra,31089.76,,,,Contabilidad v1/Transacciones/R317,alta,,
2025-10-11,gasto,Gasto,Impresiones Expo,1820,,Efectivo,,Contabilidad v1/Transacciones/R318,alta,,
2025-10-11,gasto,Gasto,Estacionamiento,200,,Efectivo,,Contabilidad v1/Transacciones/R319,alta,,
2025-10-11,gasto,Gasto,Jorge Stand,8000,,Efectivo,,Contabilidad v1/Transacciones/R320,alta,,
2025-10-12,ingreso,Ingreso,Juan Vega,6000,,,,Contabilidad v1/Transacciones/R321,alta,,
2025-10-15,ingreso,Ingreso,Eduardo zz,5000,,,,Contabilidad v1/Transacciones/R322,alta,,
2025-10-15,gasto,Gasto,Conversión Cash a Renta,50000,efectivo,,,Contabilidad v1/Transacciones/R323,alta,,
2025-10-15,ingreso,Ingreso,Conversión Cash a Renta,50000,efectivo,Efectivo,,Contabilidad v1/Transacciones/R324,alta,,
2025-10-15,deuda,Deuda,Deuda Máquinas,221138.15,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R325,media,,Q-FIN
2025-10-15,gasto,Gasto,Gasto Máquinas,221138.15,,,,Contabilidad v1/Transacciones/R326,alta,,
2025-10-15,gasto,Gasto,Ferretería,230,,Efectivo,,Contabilidad v1/Transacciones/R327,alta,,
2025-10-15,gasto,Gasto,Gasto Interés,1359.0499999999993,,,,Contabilidad v1/Transacciones/R328,alta,,
2025-10-15,deuda,Deuda,Deuda Fer interés,1359.0499999999993,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R329,media,,Q-FIN
2025-10-17,gasto,Gasto,Renta,38500,,Efectivo,,Contabilidad v1/Transacciones/R330,alta,,
2025-10-17,deuda,Deuda,Fer Deuda renta,9000,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R331,media,,Q-FIN
2025-10-17,gasto,Gasto,Fer Deuda renta,9000,,Efectivo,,Contabilidad v1/Transacciones/R332,alta,,
2025-10-17,ingreso,Ingreso,Mamaguevo liquidación,44000,,Efectivo,,Contabilidad v1/Transacciones/R333,alta,,
2025-10-17,gasto,Gasto,Stand liquidación,46500,,Efectivo,,Contabilidad v1/Transacciones/R334,alta,,
2025-10-23,ingreso,Ingreso,Liquidación Adrián anillo,34000,,Efectivo,,Contabilidad v1/Transacciones/R335,alta,,
2025-10-23,deuda,Deuda,Deuda Fer Ads,1000,,Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R336,media,,Q-FIN
2025-10-23,gasto,Gasto,Deuda Fer Ads,1000,,,,Contabilidad v1/Transacciones/R337,alta,,
2025-10-24,gasto,Gasto,Expo liquidación,22500,,Efectivo,,Contabilidad v1/Transacciones/R338,alta,,
2025-10-25,ingreso,Ingreso,Anticipo Argollas José Eduardo,7000,,Efectivo,,Contabilidad v1/Transacciones/R339,alta,,
2025-10-25,gasto,Gasto,Parqueo,200,,Efectivo,,Contabilidad v1/Transacciones/R340,alta,,
2025-10-26,ingreso,Ingreso,Ingreso Jorge Garcia Argollas,5372.64,,,,Contabilidad v1/Transacciones/R341,alta,,
2025-10-26,ingreso,Ingreso,Ingreso Elías,6715.8,,,,Contabilidad v1/Transacciones/R342,alta,,
2025-10-26,ingreso,Ingreso,Ingreso Maria de Lourdes A22,10000,,Efectivo,,Contabilidad v1/Transacciones/R343,alta,,
2025-10-26,gasto,Costo,Agustin,15000,,Efectivo,"Clasif. original 'Costo' (costo de venta), mapeado a gasto",Contabilidad v1/Transacciones/R344,alta,,
2025-10-26,deuda,Deuda,Deuda A22,21000,,Papá Fer,"Flujo de financiamiento/capital (Clasif. 'Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R345,media,,Q-FIN
2025-10-26,gasto,Gasto,Producción Anillo A22,21000,,,,Contabilidad v1/Transacciones/R346,alta,,
2025-10-28,ingreso,Ingreso,Ingreso anillo Jonathan,5000,,,,Contabilidad v1/Transacciones/R347,alta,,
2025-10-29,gasto,Costo,Argollas twisted y floral,17575.73,,,"Clasif. original 'Costo' (costo de venta), mapeado a gasto",Contabilidad v1/Transacciones/R348,alta,,
2025-10-29,gasto,Gasto,Etiquetas cinta,299.99,,,,Contabilidad v1/Transacciones/R349,alta,,
2025-10-30,ingreso,Ingreso,Ingreso anillo Alejandro Morales Aguilera,8634.6,,,,Contabilidad v1/Transacciones/R350,alta,,
2025-11-01,ingreso,Ingreso,Mensualidad David Velasco,10000,,Efectivo,,Contabilidad v1/Transacciones/R351,alta,,
2025-11-01,ingreso,Ingreso,Ingreso Elías Argollas,37416.6,,,,Contabilidad v1/Transacciones/R352,alta,,
2025-11-01,gasto,Costo,Churumbela Elias Argollas,9867.57,,,"Clasif. original 'Costo' (costo de venta), mapeado a gasto",Contabilidad v1/Transacciones/R353,alta,,
2025-11-04,gasto,Gasto,Gasto workspace,320.72,,,,Contabilidad v1/Transacciones/R354,alta,,
2025-11-04,ingreso,Ingreso,Ingreso liquidacion Lourdes,25000,,Efectivo,,Contabilidad v1/Transacciones/R355,alta,,
2025-11-04,pago_deuda,Pago Deuda,Pago Deuda Fer,19504.62,,Fer,"Flujo de financiamiento/capital (Clasif. 'Pago Deuda'), NO ingreso/gasto de operación: definir destino",Contabilidad v1/Transacciones/R356,media,,Q-FIN
2025-11-04,gasto,Gasto,USB y papel,189.99,,,,Contabilidad v1/Transacciones/R357,alta,,
2025-11-06,gasto,Costo,Diamantes Sergio Compra,25000,,Efectivo,"Clasif. original 'Costo' (costo de venta), mapeado a gasto",Contabilidad v1/Transacciones/R358,alta,,
2025-11-07,ingreso,Ingreso,Reembolso Diamantes Sergio,15000,,,,Contabilidad v1/Transacciones/R359,alta,,
2025-11-07,ingreso,Ingreso,Alejandra Churumbela liquidación parcial 1,4500,,,,Contabilidad v1/Transacciones/R360,alta,,
2025-11-07,gasto,Gasto,Ads Facebook,5000,,,,Contabilidad v1/Transacciones/R361,alta,,
2025-11-07,ingreso,Ingreso,Anticipo trenzado 3 oros,6800,,,,Contabilidad v1/Transacciones/R362,alta,,
2025-11-09,ingreso,Ingreso,Liquidacion Alejandra,9000,,Efectivo,,Contabilidad v1/Transacciones/R363,alta,,
2025-11-10,ingreso,Ingreso,Liquidación Elías,26863.2,,,,Contabilidad v1/Transacciones/R364,alta,,
2025-11-10,gasto,Costo,Agustin,32000,,Efectivo,"Clasif. original 'Costo' (costo de venta), mapeado a gasto",Contabilidad v1/Transacciones/R365,alta,,
2025-11-10,gasto,Gasto,Modelo Luna,1500,,,,Contabilidad v1/Transacciones/R366,alta,,
2025-11-11,ingreso,Ingreso,Jorge Flores Liquidacion,35000,,Efectivo,,Contabilidad v1/Transacciones/R367,alta,,
2025-11-11,gasto,Costo,Zafiros,6197,,,"Clasif. original 'Costo' (costo de venta), mapeado a gasto",Contabilidad v1/Transacciones/R368,alta,,
2025-11-11,gasto,Gasto,Aduanas Crucibles,1500,,Efectivo,,Contabilidad v1/Transacciones/R369,alta,,
2025-11-11,ingreso,Ingreso,Hilario Liquidación,16500,,,,Contabilidad v1/Transacciones/R370,alta,,
2025-11-11,gasto,Gasto,Anticipo Fashion,4000,,,,Contabilidad v1/Transacciones/R371,alta,,
2025-11-11,gasto,Gasto,Anticipo Expo,5000,,,,Contabilidad v1/Transacciones/R372,alta,,
2025-11-13,ingreso,Ingreso,Anticipo Antonio Lupercio,7000,,Efectivo,,Contabilidad v1/Transacciones/R373,alta,,
2025-11-13,gasto,Gasto,Ads,18000,,,,Contabilidad v1/Transacciones/R374,alta,,
